"ST","STATE","OCC_CODE","OCC_TITLE","GROUP","TOT_EMP","H_MEAN","A_MEAN"
"LA","Louisiana","15-1051","Computer systems analysts",NA,"1890","28.38","59020"
"WI","Wisconsin","13-1081","Logisticians",NA,"1890","29.52","61410"
"WV","West Virginia","29-1051","Pharmacists",NA,"1890","48.11","100080"
"WV","West Virginia","35-9021","Dishwashers",NA,"1890","7.39","15370"
"AL","Alabama","35-3041","Food servers, nonrestaurant",NA,"1890","7.85","16330"
"PA","Pennsylvania","29-1063","Internists, general",NA,"1890","74.60","155180"
"UT","Utah","51-6011","Laundry and dry-cleaning workers",NA,"1890","8.62","17930"
"TN","Tennessee","51-6021","Pressers, textile, garment, and related materials",NA,"1890","8.74","18170"
"ND","North Dakota","31-1011","Home health aides",NA,"1890","9.81","20400"
"AL","Alabama","21-0000","Community and social services occupations","major","18900","17.97","37380"
"WV","West Virginia","35-3021","Combined food preparation and serving workers, including fast food",NA,"18900","7.10","14760"
"MT","Montana","37-0000","Building and grounds cleaning and maintenance occupations","major","18910","10.18","21180"
"IN","Indiana","53-3033","Truck drivers, light or delivery services",NA,"18920","13.70","28490"
"MN","Minnesota","47-2031","Carpenters",NA,"18920","21.05","43790"
"OH","Ohio","11-0000","Management occupations","major","189300","44.93","93460"
"NJ","New Jersey","11-0000","Management occupations","major","189300","55.61","115670"
"PA","Pennsylvania","11-0000","Management occupations","major","189350","43.34","90150"
"TX","Texas","49-3031","Bus and truck mechanics and diesel engine specialists",NA,"18940","16.70","34730"
"MT","Montana","51-0000","Production occupations","major","18950","14.83","30840"
"CA","California","45-0000","Farming, fishing, and forestry occupations","major","189510","9.37","19480"
"GA","Georgia","29-0000","Healthcare practitioners and technical occupations","major","189850","29.72","61820"
"TX","Texas","43-4181","Reservation and transportation ticket agents and travel clerks",NA,"18990","16.80","34950"
"MT","Montana","43-4121","Library assistants, clerical",NA,"190","10.09","20990"
"ND","North Dakota","31-9096","Veterinary assistants and laboratory animal caretakers",NA,"190","10.24","21300"
"VI","Virgin Islands","53-5011","Sailors and marine oilers",NA,"190","10.26","21350"
"PR","Puerto Rico","21-1023","Mental health and substance abuse social workers",NA,"190","10.38","21600"
"SC","South Carolina","51-9192","Cleaning, washing, and metal pickling equipment operators and tenders",NA,"190","10.41","21650"
"VT","Vermont","31-9096","Veterinary assistants and laboratory animal caretakers",NA,"190","10.57","21990"
"NJ","New Jersey","49-3091","Bicycle repairers",NA,"190","11.02","22920"
"OK","Oklahoma","27-3091","Interpreters and translators",NA,"190","11.23","23360"
"MT","Montana","51-3092","Food batchmakers",NA,"190","11.34","23580"
"NM","New Mexico","37-3019","Grounds maintenance workers, all other",NA,"190","11.37","23640"
"KY","Kentucky","45-4021","Fallers",NA,"190","11.46","23830"
"WA","Washington","51-2021","Coil winders, tapers, and finishers",NA,"190","11.48","23880"
"OK","Oklahoma","51-6052","Tailors, dressmakers, and custom sewers",NA,"190","11.55","24010"
"ND","North Dakota","51-3093","Food cooking machine operators and tenders",NA,"190","11.62","24180"
"IN","Indiana","45-2041","Graders and sorters, agricultural products",NA,"190","11.64","24220"
"KS","Kansas","53-7199","Material moving workers, all other",NA,"190","11.74","24430"
"NE","Nebraska","43-9081","Proofreaders and copy markers",NA,"190","11.93","24810"
"NJ","New Jersey","51-9192","Cleaning, washing, and metal pickling equipment operators and tenders",NA,"190","11.94","24840"
"KY","Kentucky","19-4061","Social science research assistants",NA,"190","12.05","25060"
"MS","Mississippi","47-2131","Insulation workers, floor, ceiling, and wall",NA,"190","12.15","25260"
"NV","Nevada","31-9095","Pharmacy aides",NA,"190","12.16","25290"
"NM","New Mexico","33-9011","Animal control workers",NA,"190","12.18","25330"
"MA","Massachusetts","47-3014","Helpers--painters, paperhangers, plasterers, and stucco masons",NA,"190","12.27","25530"
"SD","South Dakota","41-3041","Travel agents",NA,"190","12.38","25740"
"ME","Maine","43-9071","Office machine operators, except computer",NA,"190","12.53","26060"
"MO","Missouri","39-2011","Animal trainers",NA,"190","12.65","26320"
"NE","Nebraska","51-9083","Ophthalmic laboratory technicians",NA,"190","12.70","26410"
"WV","West Virginia","49-2097","Electronic home entertainment equipment installers and repairers",NA,"190","12.76","26530"
"AR","Arkansas","43-4181","Reservation and transportation ticket agents and travel clerks",NA,"190","12.79","26610"
"ID","Idaho","47-3015","Helpers--pipelayers, plumbers, pipefitters, and steamfitters",NA,"190","12.88","26790"
"PR","Puerto Rico","13-2021","Appraisers and assessors of real estate",NA,"190","12.93","26890"
"MS","Mississippi","49-3052","Motorcycle mechanics",NA,"190","12.96","26960"
"WA","Washington","39-1012","Slot key persons",NA,"190","13.04","27130"
"OR","Oregon","39-6012","Concierges",NA,"190","13.10","27250"
"DE","Delaware","29-2081","Opticians, dispensing",NA,"190","13.18","27420"
"KS","Kansas","51-3091","Food and tobacco roasting, baking, and drying machine operators and tenders",NA,"190","13.23","27510"
"AR","Arkansas","41-3041","Travel agents",NA,"190","13.27","27610"
"TN","Tennessee","45-4021","Fallers",NA,"190","13.30","27670"
"IN","Indiana","43-4021","Correspondence clerks",NA,"190","13.41","27900"
"HI","Hawaii","39-5092","Manicurists and pedicurists",NA,"190","13.42","27920"
"KS","Kansas","49-3092","Recreational vehicle service technicians",NA,"190","13.45","27970"
"TN","Tennessee","41-9091","Door-to-door sales workers, news and street vendors, and related workers",NA,"190","13.49","28060"
"PR","Puerto Rico","53-5011","Sailors and marine oilers",NA,"190","13.50","28090"
"OH","Ohio","45-4022","Logging equipment operators",NA,"190","13.51","28090"
"KY","Kentucky","49-3052","Motorcycle mechanics",NA,"190","13.58","28240"
"MS","Mississippi","51-4022","Forging machine setters, operators, and tenders, metal and plastic",NA,"190","13.79","28670"
"ND","North Dakota","43-4031","Court, municipal, and license clerks",NA,"190","13.83","28770"
"AZ","Arizona","51-4071","Foundry mold and coremakers",NA,"190","13.84","28780"
"IL","Illinois","39-3019","Gaming service workers, all other",NA,"190","13.84","28790"
"MO","Missouri","51-4071","Foundry mold and coremakers",NA,"190","13.89","28890"
"WA","Washington","51-9193","Cooling and freezing equipment operators and tenders",NA,"190","13.91","28930"
"MS","Mississippi","51-6092","Fabric and apparel patternmakers",NA,"190","13.95","29010"
"DE","Delaware","43-5111","Weighers, measurers, checkers, and samplers, recordkeeping",NA,"190","13.99","29110"
"MN","Minnesota","51-9192","Cleaning, washing, and metal pickling equipment operators and tenders",NA,"190","14.08","29280"
"PA","Pennsylvania","49-9063","Musical instrument repairers and tuners",NA,"190","14.09","29300"
"OH","Ohio","47-5051","Rock splitters, quarry",NA,"190","14.10","29320"
"NH","New Hampshire","33-3011","Bailiffs",NA,"190","14.16","29450"
"NE","Nebraska","49-3053","Outdoor power equipment and other small engine mechanics",NA,"190","14.21","29560"
"IL","Illinois","47-5013","Service unit operators, oil, gas, and mining",NA,"190","14.27","29690"
"NV","Nevada","49-3053","Outdoor power equipment and other small engine mechanics",NA,"190","14.38","29910"
"AR","Arkansas","53-5011","Sailors and marine oilers",NA,"190","14.40","29950"
"TN","Tennessee","19-4061","Social science research assistants",NA,"190","14.48","30130"
"MT","Montana","47-2081","Drywall and ceiling tile installers",NA,"190","14.68","30530"
"MN","Minnesota","49-9095","Manufactured building and mobile home installers",NA,"190","14.97","31140"
"AL","Alabama","27-3091","Interpreters and translators",NA,"190","14.99","31170"
"IA","Iowa","49-9094","Locksmiths and safe repairers",NA,"190","15.05","31290"
"MI","Michigan","47-5013","Service unit operators, oil, gas, and mining",NA,"190","15.05","31300"
"DE","Delaware","37-3012","Pesticide handlers, sprayers, and applicators, vegetation",NA,"190","15.17","31550"
"ID","Idaho","51-4194","Tool grinders, filers, and sharpeners",NA,"190","15.19","31600"
"NC","North Carolina","31-2012","Occupational therapist aides",NA,"190","15.29","31790"
"NH","New Hampshire","51-2041","Structural metal fabricators and fitters",NA,"190","15.32","31860"
"PA","Pennsylvania","51-7032","Patternmakers, wood",NA,"190","15.33","31880"
"DE","Delaware","29-2053","Psychiatric technicians",NA,"190","15.35","31920"
"WV","West Virginia","23-2093","Title examiners, abstractors, and searchers",NA,"190","15.38","31980"
"AL","Alabama","49-3051","Motorboat mechanics",NA,"190","15.53","32290"
"CT","Connecticut","51-6099","Textile, apparel, and furnishings workers, all other",NA,"190","15.53","32300"
"PA","Pennsylvania","33-9011","Animal control workers",NA,"190","15.54","32330"
"WI","Wisconsin","53-7121","Tank car, truck, and ship loaders",NA,"190","15.55","32350"
"MS","Mississippi","45-4023","Log graders and scalers",NA,"190","15.64","32530"
"GA","Georgia","53-6041","Traffic technicians",NA,"190","15.67","32580"
"VI","Virgin Islands","29-2061","Licensed practical and licensed vocational nurses",NA,"190","15.73","32720"
"MT","Montana","51-5021","Job printers",NA,"190","15.82","32910"
"OH","Ohio","51-2011","Aircraft structure, surfaces, rigging, and systems assemblers",NA,"190","15.87","33010"
"NE","Nebraska","47-4071","Septic tank servicers and sewer pipe cleaners",NA,"190","15.99","33250"
"IN","Indiana","29-1129","Therapists, all other",NA,"190","16.03","33340"
"FL","Florida","49-9063","Musical instrument repairers and tuners",NA,"190","16.04","33360"
"LA","Louisiana","49-9094","Locksmiths and safe repairers",NA,"190","16.05","33390"
"AR","Arkansas","47-5031","Explosives workers, ordnance handling experts, and blasters",NA,"190","16.21","33710"
"CO","Colorado","51-4191","Heat treating equipment setters, operators, and tenders, metal and plastic",NA,"190","16.22","33730"
"IN","Indiana","27-1029","Designers, all other",NA,"190","16.36","34020"
"DE","Delaware","51-4011","Computer-controlled machine tool operators, metal and plastic",NA,"190","16.40","34100"
"DE","Delaware","47-2151","Pipelayers",NA,"190","16.43","34180"
"MT","Montana","43-5011","Cargo and freight agents",NA,"190","16.57","34460"
"LA","Louisiana","49-9011","Mechanical door repairers",NA,"190","16.65","34640"
"WV","West Virginia","29-2054","Respiratory therapy technicians",NA,"190","16.70","34740"
"MN","Minnesota","27-1019","Artists and related workers, all other",NA,"190","16.79","34910"
"NE","Nebraska","37-2021","Pest control workers",NA,"190","16.95","35260"
"MI","Michigan","27-3012","Public address system and other announcers",NA,"190","17.00","35370"
"NM","New Mexico","13-1121","Meeting and convention planners",NA,"190","17.02","35410"
"HI","Hawaii","51-5022","Prepress technicians and workers",NA,"190","17.04","35440"
"MD","Maryland","47-4071","Septic tank servicers and sewer pipe cleaners",NA,"190","17.05","35460"
"DE","Delaware","23-2093","Title examiners, abstractors, and searchers",NA,"190","17.10","35570"
"AZ","Arizona","49-3051","Motorboat mechanics",NA,"190","17.26","35900"
"IN","Indiana","51-9082","Medical appliance technicians",NA,"190","17.30","35990"
"WA","Washington","39-4021","Funeral attendants",NA,"190","17.38","36150"
"NH","New Hampshire","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"190","17.41","36220"
"OR","Oregon","45-2011","Agricultural inspectors",NA,"190","17.43","36260"
"CT","Connecticut","37-3012","Pesticide handlers, sprayers, and applicators, vegetation",NA,"190","17.53","36450"
"KY","Kentucky","49-3043","Rail car repairers",NA,"190","17.57","36550"
"VA","Virginia","53-7121","Tank car, truck, and ship loaders",NA,"190","17.71","36830"
"DE","Delaware","21-1011","Substance abuse and behavioral disorder counselors",NA,"190","17.99","37420"
"PA","Pennsylvania","25-9011","Audio-visual collections specialists",NA,"190","17.99","37420"
"KS","Kansas","21-1013","Marriage and family therapists",NA,"190","18.07","37580"
"CA","California","45-4023","Log graders and scalers",NA,"190","18.27","38000"
"OH","Ohio","53-2022","Airfield operations specialists",NA,"190","18.34","38160"
"NH","New Hampshire","51-5021","Job printers",NA,"190","18.42","38310"
"RI","Rhode Island","49-3051","Motorboat mechanics",NA,"190","18.48","38430"
"CT","Connecticut","13-2082","Tax preparers",NA,"190","18.55","38580"
"VA","Virginia","53-7072","Pump operators, except wellhead pumpers",NA,"190","18.55","38580"
"MI","Michigan","49-9095","Manufactured building and mobile home installers",NA,"190","18.58","38640"
"WV","West Virginia","51-4193","Plating and coating machine setters, operators, and tenders, metal and plastic",NA,"190","18.59","38660"
"KY","Kentucky","13-1061","Emergency management specialists",NA,"190","18.62","38740"
"AR","Arkansas","39-4011","Embalmers",NA,"190","18.86","39230"
"WY","Wyoming","13-1071","Employment, recruitment, and placement specialists",NA,"190","18.86","39230"
"ME","Maine","17-3031","Surveying and mapping technicians",NA,"190","18.91","39320"
"SD","South Dakota","49-3011","Aircraft mechanics and service technicians",NA,"190","18.98","39480"
"NY","New York","19-4041","Geological and petroleum technicians",NA,"190","19.00","39530"
"OR","Oregon","49-9095","Manufactured building and mobile home installers",NA,"190","19.04","39610"
"NJ","New Jersey","19-4092","Forensic science technicians",NA,"190","19.10","39740"
"NE","Nebraska","49-2098","Security and fire alarm systems installers",NA,"190","19.27","40090"
"WY","Wyoming","21-1014","Mental health counselors",NA,"190","19.37","40290"
"NJ","New Jersey","21-2099","Religious workers, all other",NA,"190","19.44","40430"
"OK","Oklahoma","51-4199","Metal workers and plastic workers, all other",NA,"190","19.80","41180"
"AZ","Arizona","21-1019","Counselors, all other",NA,"190","19.87","41330"
"DE","Delaware","21-1014","Mental health counselors",NA,"190","19.88","41340"
"TX","Texas","27-1019","Artists and related workers, all other",NA,"190","19.93","41460"
"WA","Washington","13-2071","Loan counselors",NA,"190","19.95","41510"
"LA","Louisiana","53-5022","Motorboat operators",NA,"190","20.03","41660"
"MD","Maryland","47-5021","Earth drillers, except oil and gas",NA,"190","20.18","41980"
"ND","North Dakota","25-9021","Farm and home management advisors",NA,"190","20.25","42120"
"IN","Indiana","17-1021","Cartographers and photogrammetrists",NA,"190","20.35","42320"
"ME","Maine","13-1021","Purchasing agents and buyers, farm products",NA,"190","20.61","42880"
"OK","Oklahoma","47-4061","Rail-track laying and maintenance equipment operators",NA,"190","20.62","42880"
"AK","Alaska","21-1011","Substance abuse and behavioral disorder counselors",NA,"190","20.66","42970"
"KY","Kentucky","33-2021","Fire inspectors and investigators",NA,"190","20.67","43000"
"OK","Oklahoma","15-2041","Statisticians",NA,"190","20.81","43280"
"WV","West Virginia","11-9081","Lodging managers",NA,"190","20.83","43320"
"VT","Vermont","37-1012","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",NA,"190","20.86","43380"
"MI","Michigan","49-3043","Rail car repairers",NA,"190","20.89","43450"
"MN","Minnesota","51-8092","Gas plant operators",NA,"190","20.92","43520"
"SD","South Dakota","43-5051","Postal service clerks",NA,"190","20.94","43560"
"IN","Indiana","45-1011","First-line supervisors/managers of farming, fishing, and forestry workers",NA,"190","21.09","43860"
"MD","Maryland","45-1011","First-line supervisors/managers of farming, fishing, and forestry workers",NA,"190","21.10","43880"
"IA","Iowa","51-8021","Stationary engineers and boiler operators",NA,"190","21.12","43930"
"LA","Louisiana","33-3031","Fish and game wardens",NA,"190","21.21","44120"
"SD","South Dakota","13-1022","Wholesale and retail buyers, except farm products",NA,"190","21.24","44180"
"RI","Rhode Island","47-2161","Plasterers and stucco masons",NA,"190","21.39","44490"
"AL","Alabama","23-2099","Legal support workers, all other",NA,"190","21.49","44690"
"NJ","New Jersey","51-4192","Lay-out workers, metal and plastic",NA,"190","21.72","45180"
"NE","Nebraska","33-1099","First-line supervisors/managers, protective service workers, all other",NA,"190","21.73","45190"
"TN","Tennessee","27-4032","Film and video editors",NA,"190","21.84","45430"
"AK","Alaska","17-3031","Surveying and mapping technicians",NA,"190","21.90","45550"
"MN","Minnesota","47-5041","Continuous mining machine operators",NA,"190","22.07","45900"
"NV","Nevada","27-3091","Interpreters and translators",NA,"190","22.13","46020"
"MN","Minnesota","51-4061","Model makers, metal and plastic",NA,"190","22.16","46100"
"CT","Connecticut","49-9044","Millwrights",NA,"190","22.22","46210"
"AK","Alaska","11-9081","Lodging managers",NA,"190","22.28","46350"
"AZ","Arizona","51-8013","Power plant operators",NA,"190","22.37","46530"
